#R  EMO new exp. fit
1.4486 0.176082454481
1.4551 0.025157115106
1.4616 -0.115049833816
1.4681 -0.245188123667
1.4747 -0.365871027700
1.4812 -0.477677300429
1.4877 -0.581153018961
1.4942 -0.676813330967
1.5007 -0.765144113793
1.5072 -0.846603548979
1.5137 -0.921623616275
1.5203 -0.990611511068
1.5268 -1.053950988915
1.5333 -1.112003640759
1.5398 -1.165110102185
1.5463 -1.213591199978
1.5528 -1.257749039026
1.5593 -1.297868032541
1.5659 -1.334215878368
1.5724 -1.367044484072
1.5789 -1.396590843343
1.5854 -1.423077866136
1.5919 -1.446715164867
1.5984 -1.467699798871
1.6049 -1.486216979207
1.6115 -1.502440735823
1.6180 -1.516534548980
1.6245 -1.528651946743
1.6310 -1.538937070277
1.6375 -1.547525208586
1.6440 -1.554543304257
1.6505 -1.560110431704
1.6571 -1.564338249329
1.6636 -1.567331426942
1.6701 -1.569188049731
1.6766 -1.570000000000
1.6831 -1.569853317830
1.6896 -1.568828541774
1.6961 -1.567001030628
1.7027 -1.564441267281
1.7092 -1.561215145584
1.7157 -1.557384241149
1.7222 -1.553006066919
1.7287 -1.548134314334
1.7352 -1.542819080856
1.7417 -1.537107084588
1.7483 -1.531041866688
1.7548 -1.524663982222
1.7613 -1.518011180104
1.7678 -1.511118572696
1.7743 -1.504018795651
1.7808 -1.496742158514
1.7873 -1.489316786610
1.7939 -1.481768754676
1.8004 -1.474122212715
1.8069 -1.466399504489
1.8134 -1.458621279068
1.8199 -1.450806595819
1.8264 -1.442973023207
1.8329 -1.435136731748
1.8395 -1.427312581460
1.8460 -1.419514204103
1.8525 -1.411754080522
1.8590 -1.404043613363
1.8655 -1.396393195433
1.8720 -1.388812273942
1.8785 -1.381309410891
1.8851 -1.373892339798
1.8916 -1.366568018999
1.8981 -1.359342681711
1.9046 -1.352221883058
1.9111 -1.345210544228
1.9176 -1.338312993940
1.9241 -1.331533007376
1.9307 -1.324873842733
1.9372 -1.318338275538
1.9437 -1.311928630858
1.9502 -1.305646813537
1.9567 -1.299494336577
1.9632 -1.293472347784
1.9697 -1.287581654770
1.9763 -1.281822748441
1.9828 -1.276195825029
1.9893 -1.270700806799
1.9958 -1.265337361475
2.0023 -1.260104920506
2.0088 -1.255002696209
2.0153 -1.250029697888
2.0219 -1.245184746984
2.0284 -1.240466491317
2.0349 -1.235873418485
2.0414 -1.231403868471
2.0479 -1.227056045515
2.0544 -1.222828029287
2.0610 -1.218717785427
2.0675 -1.214723175478
2.0740 -1.210841966254
2.0805 -1.207071838691
2.0870 -1.203410396203
2.0935 -1.199855172583
2.1000 -1.196403639477
2.1066 -1.193053213458
2.1131 -1.189801262733
2.1196 -1.186645113489
2.1261 -1.183582055929
2.1326 -1.180609349990
2.1391 -1.177724230779
2.1456 -1.174923913741
2.1522 -1.172205599573
2.1587 -1.169566478904
2.1652 -1.167003736738
2.1717 -1.164514556703
2.1782 -1.162096125085
2.1847 -1.159745634673
2.1912 -1.157460288432
2.1978 -1.155237302989
2.2043 -1.153073911963
2.2108 -1.150967369129
2.2173 -1.148914951435
2.2238 -1.146913961865
2.2303 -1.144961732162
2.2368 -1.143055625411
2.2434 -1.141193038484
2.2499 -1.139371404357
2.2564 -1.137588194295
2.2629 -1.135840919908
2.2694 -1.134127135085
2.2759 -1.132444437803
2.2824 -1.130790471817
2.2890 -1.129162928227
2.2955 -1.127559546927
2.3020 -1.125978117940
2.3085 -1.124416482631
2.3150 -1.122872534810
2.3215 -1.121344221718
2.3280 -1.119829544900
2.3346 -1.118326560965
2.3411 -1.116833382240
2.3476 -1.115348177304
2.3541 -1.113869171423
2.3606 -1.112394646871
2.3671 -1.110922943149
2.3736 -1.109452457095
2.3802 -1.107981642891
2.3867 -1.106509011973
2.3932 -1.105033132834
2.3997 -1.103552630735
2.4062 -1.102066187318
2.4127 -1.100572540119
2.4192 -1.099070482003
2.4258 -1.097558860496
2.4323 -1.096036577041
2.4388 -1.094502586160
2.4453 -1.092955894550
2.4518 -1.091395560085
2.4583 -1.089820690754
2.4648 -1.088230443524
2.4714 -1.086624023136
2.4779 -1.085000680837
2.4844 -1.083359713049
2.4909 -1.081700459983
2.4974 -1.080022304199
2.5039 -1.078324669117
2.5104 -1.076607017479
2.5170 -1.074868849780
2.5235 -1.073109702644
2.5300 -1.071329147185
2.5365 -1.069526787327
2.5430 -1.067702258103
2.5495 -1.065855223933
2.5560 -1.063985376885
2.5626 -1.062092434924
2.5691 -1.060176140153
2.5756 -1.058236257048
2.5821 -1.056272570696
2.5886 -1.054284885033
2.5951 -1.052273021097
2.6016 -1.050236815282
2.6082 -1.048176117622
2.6147 -1.046090790084
2.6212 -1.043980704886
2.6277 -1.041845742847
2.6342 -1.039685791765
2.6407 -1.037500744827
2.6472 -1.035290499059
2.6538 -1.033054953816
2.6603 -1.030794009315
2.6668 -1.028507565218
2.6733 -1.026195519254
2.6798 -1.023857765907
2.6863 -1.021494195152
2.6928 -1.019104691239
2.6994 -1.016689131553
2.7059 -1.014247385523
2.7124 -1.011779313594
2.7189 -1.009284766270
2.7254 -1.006763583218
2.7319 -1.004215592438
2.7384 -1.001640609509
2.7450 -0.999038436896
2.7515 -0.996408863331
2.7580 -0.993751663268
2.7645 -0.991066596404
2.7710 -0.988353407279
2.7775 -0.985611824943
2.7840 -0.982841562696
2.7906 -0.980042317907
2.7971 -0.977213771894
2.8036 -0.974355589891
2.8101 -0.971467421070
2.8166 -0.968548898649
2.8231 -0.965599640062
2.8297 -0.962619247200
2.8362 -0.959607306722
2.8427 -0.956563390436
2.8492 -0.953487055736
2.8557 -0.950377846122
2.8622 -0.947235291763
2.8687 -0.944058910141
2.8753 -0.940848206745
2.8818 -0.937602675823
2.8883 -0.934321801201
