#R  EMO new exp. fit
2.8948 -0.931005057146
2.9013 -0.927651909293
2.9078 -0.924261815611
2.9143 -0.920834227436
2.9209 -0.917368590530
2.9274 -0.913864346203
2.9339 -0.910320932471
2.9404 -0.906737785249
2.9469 -0.903114339591
2.9534 -0.899450030959
2.9599 -0.895744296530
2.9665 -0.891996576527
2.9730 -0.888206315584
2.9795 -0.884372964129
2.9860 -0.880495979796
2.9925 -0.876574828855
2.9990 -0.872608987651
3.0055 -0.868597944067
3.0121 -0.864541198988
3.0186 -0.860438267785
3.0251 -0.856288681787
3.0316 -0.852091989770
3.0381 -0.847847759437
3.0446 -0.843555578890
3.0511 -0.839215058104
3.0577 -0.834825830384
3.0642 -0.830387553806
3.0707 -0.825899912646
3.0772 -0.821362618787
3.0837 -0.816775413098
3.0902 -0.812138066797
3.0967 -0.807450382769
3.1033 -0.802712196866
3.1098 -0.797923379162
3.1163 -0.793083835172
3.1228 -0.788193507024
3.1293 -0.783252374595
3.1358 -0.778260456592
3.1423 -0.773217811581
3.1489 -0.768124538967
3.1554 -0.762980779913
3.1619 -0.757786718203
3.1684 -0.752542581037
3.1749 -0.747248639772
3.1814 -0.741905210585
3.1879 -0.736512655072
3.1945 -0.731071380775
3.2010 -0.725581841637
3.2075 -0.720044538379
3.2140 -0.714460018799
3.2205 -0.708828877998
3.2270 -0.703151758519
3.2335 -0.697429350409
3.2401 -0.691662391196
3.2466 -0.685851665785
3.2531 -0.679998006268
3.2596 -0.674102291650
3.2661 -0.668165447488
3.2726 -0.662188445451
3.2791 -0.656172302788
3.2857 -0.650118081715
3.2922 -0.644026888716
3.2987 -0.637899873766
3.3052 -0.631738229464
3.3117 -0.625543190089
3.3182 -0.619316030579
3.3247 -0.613058065424
3.3313 -0.606770647493
3.3378 -0.600455166778
3.3443 -0.594113049071
3.3508 -0.587745754569
3.3573 -0.581354776417
3.3638 -0.574941639183
3.3703 -0.568507897270
3.3769 -0.562055133277
3.3834 -0.555584956304
3.3899 -0.549099000200
3.3964 -0.542598921774
